no,str_link,str_land_num,str_land_type,str_land_area,str_land_surface,str_land_site,str_land_high_price,str_land_low_price,str_land_condition,str_land_date,str_land_count
229,1909461,18-16422,아파트,"경기도 용인시 수지구 죽전동 1381, 내대지마을진흥더블파크 1401동 12층 1202호",84.5282㎡,29.782㎡,"442,000,000","442,000,000","신건
100%","2018.11.27
10:30",252
230,1873477,18-50761,아파트,"경기도 안산시 상록구 월피동 448, 안산현대2차아파트 208동 3층 303호",84.5282㎡,29.782㎡,"233,000,000","233,000,000","신건
100%","2018.11.27
10:30",112
231,1868637,18-60389,아파트,"경기도 파주시 조리읍 대원리 992-1, 한라아파트 106동 14층 1401호",84.5282㎡,29.782㎡,"215,000,000","150,500,000","유찰1회
70%","2018.11.27
10:00",353
232,1883618,18-62309,아파트,"경기도 고양시 일산서구 일산동 1101, 후곡마을아파트 1403동 1층 101호",84.5282㎡,29.782㎡,"473,000,000","331,100,000","유찰1회
70%","2018.11.27
10:00",693
233,1886294,18-62606,아파트,"경기도 고양시 일산서구 가좌동 1089, 가좌마을 212동 18층 1802호",84.5282㎡,29.782㎡,"290,000,000","290,000,000","신건
100%","2018.11.27
10:00",69
234,1889722,18-74460,아파트,"경기도 의정부시 가능동 106-21 외1필지, 동원아파트 2동 13층 1302호",84.5282㎡,29.782㎡,"176,000,000","123,200,000","유찰1회
70%","2018.11.27
10:30",490
235,1896846,18-75654,아파트,"경기도 의정부시 신곡동 681-2, 부용아파트 102동 13층 1306호",84.5282㎡,29.782㎡,"144,000,000","144,000,000","신건
100%","2018.11.27
10:30",69
236,1870991,18-100251,아파트,"경기도 군포시 당동 961-4, 홍솔주상복합 6층 601호",84.5282㎡,29.782㎡,"340,000,000","272,000,000","유찰1회
80%","2018.11.27
10:30",498
237,1877431,18-100381,아파트,"경기도 군포시 산본동 45-1, 삼성미도아파트 101동 16층 1611호",84.5282㎡,29.782㎡,"287,000,000","287,000,000","신건
100%","2018.11.27
10:30",217
238,1877432,18-100459,아파트,"경기도 안양시 동안구 호계동 1053-3, 목련아파트 909동 11층 1102호",84.5282㎡,29.782㎡,"822,000,000","822,000,000","신건
100%","2018.11.27
10:30",413
239,1880705,18-503940,아파트,"경기도 용인시 수지구 풍덕천동 664, 삼익아파트 101동 15층 1505호",84.5282㎡,29.782㎡,"265,000,000","265,000,000","신건
100%","2018.11.27
10:30","1,039"
240,1889455,18-505137,아파트,"경기도 용인시 처인구 고림동 997, 예진마을 307동 11층 1101호",84.5282㎡,29.782㎡,"171,000,000","119,700,000","유찰1회
70%","2018.11.27
10:30",301
241,1896881,18-507157,아파트,"경기도 수원시 영통구 신동 939, 래미안영통마크원1단지 104동 1층 102호",99.18㎡,55.7636㎡,"410,000,000","287,000,000","유찰1회
70%","2018.11.27
10:30","1,414"
242,1857476,17-16941,아파트,"경기도 고양시 일산동구 중산동 1573-7, 중산마을아파트 703동 11층 1102호",99.18㎡,55.7636㎡,"330,000,000","231,000,000","유찰1회
70%","2018.11.28
10:00",574
243,1839708,17-22208,아파트,"경기도 용인시 수지구 풍덕천동 1191, 수지진산마을푸르지오 102동 11층 1103호",99.18㎡,55.7636㎡,"497,000,000","497,000,000","신건
100%","2018.11.28
10:30",212
244,1842831,17-23560,아파트,"경기도 수원시 장안구 정자동 378 외2필지, 삼성미도아파트 101동 18층 1806호",99.18㎡,55.7636㎡,"243,000,000","170,100,000","유찰1회
70%","2018.11.28
10:30",940
245,1858977,17-26976,아파트,"경기도 의정부시 신곡동 353-43 외1필지, 서해아파트 107동 12층 1204호",99.18㎡,55.7636㎡,"285,000,000","285,000,000","신건
100%","2018.11.28
10:30",273
246,1860867,17-28163,아파트,"경기도 남양주시 와부읍 도곡리 985, 덕소두산위브아파트 109동 18층 1802호",99.18㎡,55.7636㎡,"471,000,000","329,700,000","유찰1회
70%","2018.11.28
10:30",929
247,1794649,17-501367,아파트,"경기도 오산시 부산동 778-1, 오산운암1단지주공아파트 109동 4층 401호",99.18㎡,55.7636㎡,"190,000,000","190,000,000","신건
100%","2018.11.28
10:30",96
248,1857154,17-514158,아파트,"경기도 용인시 수지구 성복동 752, 성동마을 수지자이아파트 111동 18층 1805호",99.18㎡,55.7636㎡,"465,000,000","465,000,000","신건
100%","2018.11.28
10:30",189
249,1883354,18-3911,아파트,"경기도 고양시 일산서구 일산동 955-2, 일산동양아파트 103동 3층 304호",99.18㎡,55.7636㎡,"294,000,000","294,000,000","신건
100%","2018.11.28
10:00",54
250,1875225,18-3952,아파트,"경기도 오산시 갈곶동 251 외2필지, 우림아파트 101동 2층 215호",99.18㎡,55.7636㎡,"117,000,000","81,900,000","유찰1회
70%","2018.11.28
10:30",310
251,1884635,18-4129,아파트,"경기도 고양시 일산동구 중산동 1574, 중산마을아파트 802동 6층 604호",99.18㎡,55.7636㎡,"330,000,000","330,000,000","신건
100%","2018.11.28
10:00",38
252,1885949,18-4679,아파트,"경기도 고양시 일산동구 중산동 1651, 산들마을 201동 18층 1801호",99.18㎡,55.7636㎡,"400,000,000","280,000,000","유찰1회
70%","2018.11.28
10:00",548
253,1890306,18-5344,아파트,"경기도 고양시 덕양구 토당동 19, 별장아파트 나동 5층 505호",99.18㎡,55.7636㎡,"220,000,000","154,000,000","유찰1회
70%","2018.11.28
10:00","1,459"
254,1880090,18-5538,아파트,"경기도 용인시 수지구 성복동 752, 성동마을 수지자이아파트 106동 20층 2001호",99.18㎡,55.7636㎡,"600,000,000","600,000,000","신건
100%","2018.11.28
10:30",136
255,1900157,18-6965,아파트,"경기도 고양시 일산동구 마두동 787, 강촌마을아파트 311동 10층 1002호",99.18㎡,55.7636㎡,"579,000,000","579,000,000","신건
100%","2018.11.28
10:00",92
256,1887158,18-8070,아파트,"경기도 수원시 장안구 정자동 872-1, 연꽃마을풍림아파트 414동 11층 1101호",99.18㎡,55.7636㎡,"380,000,000","380,000,000","신건
100%","2018.11.28
10:30",60
257,1895095,18-9158,아파트,"경기도 화성시 봉담읍 동화리 647, 화성봉담신동아파밀리에 103동 4층 401호",99.18㎡,55.7636㎡,"281,000,000","281,000,000","신건
100%","2018.11.28
10:30",32
258,1891620,18-10558,아파트,"경기도 남양주시 별내면 청학리 476, 동부일신아파트 103동 10층 1007호",99.18㎡,55.7636㎡,"168,000,000","168,000,000","신건
100%","2018.11.28
10:30",29
259,1904805,18-14154,아파트,"경기도 동두천시 지행동 722-5 외1필지, 송내주공2단지아파트 206동 18층 1801호",99.18㎡,55.7636㎡,"157,000,000","109,900,000","유찰1회
70%","2018.11.28
10:30",297
260,1904485,18-14758,아파트,"경기도 남양주시 진접읍 금곡리 1115, 진접신도브래뉴아파트 2205동 11층 1101호",99.18㎡,55.7636㎡,"440,000,000","440,000,000","신건
100%","2018.11.28
10:30",51
261,1905149,18-15102,아파트,"경기도 의정부시 민락동 735-5, 송산푸르지오 101동 12층 1203호",99.18㎡,55.7636㎡,"300,000,000","210,000,000","유찰1회
70%","2018.11.28
10:30",920
262,1910833,18-16945,아파트,"경기도 양주시 삼숭동 684-1, 양주자이아파트 201동 13층 1301호",99.18㎡,55.7636㎡,"204,000,000","204,000,000","신건
100%","2018.11.28
10:30",36
263,1876792,18-61412,아파트,"경기도 고양시 일산서구 주엽동 5, 문촌마을아파트 203동 3층 301호",99.18㎡,55.7636㎡,"215,000,000","150,500,000","유찰1회
70%","2018.11.28
10:00","1,730"
264,1879776,18-61917,아파트,"경기도 고양시 덕양구 화정동 858, 달빛마을아파트 102동 7층 701호",99.18㎡,55.7636㎡,"329,000,000","230,300,000","유찰1회
70%","2018.11.28
10:00","1,491"
265,1891326,18-63012,아파트,"경기도 고양시 일산서구 일산동 1694 외1필지, 일산동문아파트 104동 16층 1611호",99.18㎡,55.7636㎡,"200,000,000","200,000,000","신건
100%","2018.11.28
10:00",39
266,1902789,18-64282,아파트,"경기도 파주시 조리읍 봉일천리 269, 파주푸르지오아파트 105동 9층 901호",99.18㎡,55.7636㎡,"256,000,000","256,000,000","신건
100%","2018.11.28
10:00",41
267,1906403,18-77711,아파트,"경기도 동두천시 생연동 268-5, 조흥아파트 1동 2층 206호",99.18㎡,55.7636㎡,"72,000,000","50,400,000","유찰1회
70%","2018.11.28
10:30",411
268,1907659,18-77995,아파트,"경기도 가평군 청평면 청평리 837 외1필지, 청평삼성쉐르빌 105동 7층 703호",99.18㎡,55.7636㎡,"235,000,000","235,000,000","신건
100%","2018.11.28
10:30",39
269,1909131,18-78387,아파트,"경기도 남양주시 별내동 852, 별내아이파크2차 1502동 22층 2204호",99.18㎡,55.7636㎡,"488,000,000","488,000,000","신건
100%","2018.11.28
10:30",95
270,1909718,18-78509,아파트,"경기도 의정부시 호원동 451-1 외5필지, 호원5차우성아파트 505동 23층 2307호",99.18㎡,55.7636㎡,"265,000,000","265,000,000","신건
100%","2018.11.28
10:30",43
271,1882684,18-504226,아파트,"경기도 화성시 진안동 935, 월드메르디앙 102동 4층 407호",59.959㎡,46.98㎡,"230,000,000","230,000,000","신건
100%","2018.11.28
10:30",46
272,1851729,17-26675,아파트,"경기도 용인시 기흥구 언남동 503, 스파팰리스리가 101동 20층 2002호",59.959㎡,46.98㎡,"732,000,000","732,000,000","신건
100%","2018.11.29
10:30",968
273,1853665,17-54858,아파트,"경기도 시흥시 대야동 569-1, 우성아파트 202동 13층 1303호",59.959㎡,46.98㎡,"266,000,000","266,000,000","신건
100%","2018.11.29
10:30",36
274,1869353,18-865,아파트,"경기도 시흥시 장현동 540, 새재마을청구아파트 506동 7층 702호",59.959㎡,46.98㎡,"275,000,000","192,500,000","유찰1회
70%","2018.11.29
10:30",857
275,1881472,18-2542,아파트,"경기도 김포시 마산동 636-1, 한강 힐스테이트 506동 16층 1603호",59.959㎡,46.98㎡,"330,000,000","231,000,000","유찰1회
70%","2018.11.29
10:00",880
276,1883967,18-3163,아파트,"경기도 부천시 상동 397, 반달마을 1821동 9층 901호",59.959㎡,46.98㎡,"263,000,000","263,000,000","신건
100%","2018.11.29
10:00",56
277,1886895,18-3637,아파트,"경기도 부천시 원종동 293-27, 청담힐스아파트 6층 601호",59.959㎡,46.98㎡,"317,000,000","221,900,000","유찰1회
70%","2018.11.29
10:00",842
278,1879147,18-5026,아파트,"경기도 화성시 팔탄면 가재리 692-1, 진우아파트 104동 3층 304호",59.959㎡,46.98㎡,"92,000,000","92,000,000","신건
100%","2018.11.29
10:30",21
279,1882101,18-6081,아파트,"경기도 화성시 기안동 895, 기안마을풍성신미주아파트 103동 12층 1202호",59.959㎡,46.98㎡,"203,000,000","142,100,000","유찰1회
70%","2018.11.29
10:30",303
280,1883647,18-6807,아파트,"경기도 수원시 장안구 조원동 912, 광교산임광그대가 107동 15층 1501호",59.959㎡,46.98㎡,"527,000,000","368,900,000","유찰1회
70%","2018.11.29
10:30",732
281,1906394,18-7866,아파트,"경기도 구리시 수택동 506-9, 하이스트빌 13층 1310호",59.959㎡,46.98㎡,"253,000,000","177,100,000","유찰1회
70%","2018.11.29
10:30",856
282,1885331,18-8388,아파트,"경기도 남양주시 평내동 103-2, 삼창아파트 106동 2층 213호",59.959㎡,46.98㎡,"80,000,000","56,000,000","유찰1회
70%","2018.11.29
10:30","1,634"
283,1888923,18-8483,아파트,"경기도 수원시 영통구 매탄동 1211, 한국아파트 103동 10층 1001호",59.959㎡,46.98㎡,"369,000,000","258,300,000","유찰1회
70%","2018.11.29
10:30",679
284,1889720,18-9879,아파트,"경기도 남양주시 화도읍 마석우리 71-4, 마석그랜드힐2차아파트 201동 10층 1002호",59.959㎡,46.98㎡,"220,000,000","154,000,000","유찰1회
70%","2018.11.29
10:30",328
285,1894771,18-10646,아파트,"경기도 용인시 기흥구 상갈동 121-2, 9층 902호",59.959㎡,46.98㎡,"203,000,000","203,000,000","신건
100%","2018.11.29
10:30",41
286,1895097,18-10851,아파트,"경기도 용인시 기흥구 신갈동 159, 갈현마을현대홈타운 508동 2층 206호",59.959㎡,46.98㎡,"266,000,000","266,000,000","신건
100%","2018.11.29
10:30",42
287,1899492,18-13083,아파트,"경기도 포천시 소흘읍 송우리 392-12 외1필지, 우정아파트 9동 2층 201호",59.959㎡,46.98㎡,"165,000,000","115,500,000","유찰1회
70%","2018.11.29
10:30",250
288,1900739,18-13632,아파트,"경기도 동두천시 생연동 715-7, 부영아파트 605동 5층 502호",59.959㎡,46.98㎡,"117,000,000","81,900,000","유찰1회
70%","2018.11.29
10:30",274
289,1911177,18-17023,아파트,"경기도 남양주시 오남읍 오남리 519, 한신2차아파트 101동 4층 402호",59.959㎡,46.98㎡,"190,000,000","190,000,000","신건
100%","2018.11.29
10:30",9
290,1874898,18-50853,아파트,"경기도 안산시 단원구 초지동 723, 그린빌 1113동 8층 803호",59.959㎡,46.98㎡,"324,000,000","324,000,000","신건
100%","2018.11.29
10:30",96
291,1873788,18-70644,아파트,"경기도 김포시 풍무동 748, 당곡마을 309동 11층 1101호",59.959㎡,46.98㎡,"231,000,000","161,700,000","유찰1회
70%","2018.11.29
10:00",537
292,1888878,18-74385,아파트,"경기도 남양주시 진접읍 금곡리 1075, 신영지웰아파트 2002동 8층 804호",59.959㎡,46.98㎡,"408,000,000","285,600,000","유찰1회
70%","2018.11.29
10:30",463
293,1898810,18-75968,아파트,"경기도 포천시 소흘읍 초가팔리 336, 포천상운아파트 103동 14층 1413호",59.959㎡,46.98㎡,"88,000,000","61,600,000","유찰1회
70%","2018.11.29
10:30",159
294,1904184,18-76992,아파트,"경기도 남양주시 화도읍 월산리 1527, 화도효성해링턴플레이스 103동 6층 603호",59.959㎡,46.98㎡,"263,000,000","184,100,000","유찰1회
70%","2018.11.29
10:30",331
295,1907931,18-78110,아파트,"경기도 의정부시 호원동 461, 신일유토빌플러스아파트 106동 1층 104호",59.959㎡,46.98㎡,"350,000,000","350,000,000","신건
100%","2018.11.29
10:30",45
296,1887516,18-505298,아파트,"경기도 오산시 원동 30, 대원아파트 107동 11층 1101호",59.959㎡,46.98㎡,"153,000,000","153,000,000","신건
100%","2018.11.29
10:30",30
297,1902504,18-508273,아파트,"경기도 용인시 처인구 역북동 427-10, 4층 402호",59.959㎡,46.98㎡,"137,000,000","137,000,000","신건
100%","2018.11.29
10:30",33
298,1904231,18-508945,아파트,"경기도 오산시 오산동 922-4, 오산운암4단지주공아파트 406동 2층 201호",59.959㎡,46.98㎡,"215,000,000","215,000,000","신건
100%","2018.11.29
10:30",33
299,1873439,18-3259,아파트,"경기도 화성시 남양읍 남양리 2001, 대광파인밸리 114동 2층 201호",59.959㎡,46.98㎡,"200,400,000","200,400,000","신건
100%","2018.11.30
10:30",17
300,1886318,18-7411,아파트,"경기도 수원시 영통구 영통동 963-2, 신안아파트 534동 20층 2004호",59.959㎡,46.98㎡,"251,000,000","175,700,000","유찰1회
70%","2018.11.30
10:30","1,223"
301,1892564,18-10028,아파트,"경기도 수원시 권선구 금곡동 104-3, 거산아파트 101동 12층 1208호",46.0619㎡,36.823㎡,"213,000,000","213,000,000","신건
100%","2018.11.30
10:30",24
302,1902779,18-14130,아파트,"경기도 양주시 백석읍 가업리 103-1 외2필지, 동화5차옥시죤아파트 502동 10층 1004호",46.0619㎡,36.823㎡,"194,000,000","194,000,000","신건
100%","2018.11.30
10:30",12
303,1906438,18-14907,아파트,"경기도 화성시 반송동 80, 시범다은마을월드메르디앙반도유보라 335동 9층 901호",46.0619㎡,36.823㎡,"355,000,000","355,000,000","신건
100%","2018.11.30
10:30",66
304,1906439,"18-15108
(1)",아파트,"경기도 용인시 기흥구 상하동 659, 지석마을진흥더루벤스 104동 12층 1201호",46.0619㎡,36.823㎡,"360,000,000","360,000,000","신건
100%","2018.11.30
10:30",26
305,1932074,"18-15108
(2)",아파트,"경기도 용인시 기흥구 상하동 660, 지석마을진흥더루벤스 207동 11층 1102호",46.0619㎡,36.823㎡,"330,000,000","330,000,000","신건
100%","2018.11.30
10:30",15
306,1908270,18-15764,아파트,"경기도 수원시 영통구 매탄동 1274, 우남퍼스트빌아파트 208동 15층 1502호",46.0619㎡,36.823㎡,"505,000,000","505,000,000","신건
100%","2018.11.30
10:30",40
307,1901466,18-508075,아파트,"경기도 오산시 원동 900, 원동이-편한세상2단지 202동 3층 301호",46.0619㎡,36.823㎡,"278,000,000","278,000,000","신건
100%","2018.11.30
10:30",29
308,1881099,18-2785,아파트,"경기도 광주시 태전동 228 외2필지, 성원아파트 107동 12층 1202호",46.0619㎡,36.823㎡,"255,000,000","178,500,000","유찰1회
70%","2018.12.03
10:00",826
309,1887270,"18-2811
(1)",아파트,"경기도 안성시 죽산면 장원리 1379-1, 지.에프아파트 104동 1층 103호",46.0619㎡,36.823㎡,"61,000,000","42,700,000","유찰1회
70%","2018.12.03
10:00",135
310,1924162,"18-2811
(2)",아파트,"경기도 안성시 죽산면 장원리 1379-1, 지.에프아파트 101동 1203호",46.0619㎡,36.823㎡,"96,000,000","67,200,000","유찰1회
70%","2018.12.03
10:00",118
311,1924163,"18-2811
(3)",아파트,"경기도 안성시 죽산면 장원리 1379-1, 지.에프아파트 101동 203호",46.0619㎡,36.823㎡,"91,000,000","63,700,000","유찰1회
70%","2018.12.03
10:00",82
312,1924164,"18-2811
(4)",아파트,"경기도 안성시 죽산면 장원리 1379-1, 지.에프아파트 101동 1306호",46.0619㎡,36.823㎡,"96,000,000","67,200,000","유찰1회
70%","2018.12.03
10:00",75
313,1924165,"18-2811
(5)",아파트,"경기도 안성시 죽산면 장원리 1379-1, 지.에프아파트 103동 3층 310호",46.0619㎡,36.823㎡,"76,000,000","53,200,000","유찰1회
70%","2018.12.03
10:00",77
314,1924166,"18-2811
(6)",아파트,"경기도 안성시 죽산면 장원리 1379-1, 지.에프아파트 101동 1403호",46.0619㎡,36.823㎡,"95,000,000","66,500,000","유찰1회
70%","2018.12.03
10:00",79
315,1924167,"18-2811
(7)",아파트,"경기도 안성시 죽산면 장원리 1379-1, 지.에프아파트 103동 3층 307호",46.0619㎡,36.823㎡,"76,000,000","53,200,000","유찰1회
70%","2018.12.03
10:00",62
316,1924168,"18-2811
(8)",아파트,"경기도 안성시 죽산면 장원리 1379-1, 지.에프아파트 103동 7층 701호",46.0619㎡,36.823㎡,"77,000,000","53,900,000","유찰1회
70%","2018.12.03
10:00",86
317,1924169,"18-2811
(9)",아파트,"경기도 안성시 죽산면 장원리 1379-1, 지.에프아파트 104동 3층 307호",46.0619㎡,36.823㎡,"76,000,000","53,200,000","유찰1회
70%","2018.12.03
10:00",81
318,1891001,18-3418,아파트,"경기도 평택시 현덕면 권관리 576-1, 우경아파트 101동 2층 208호",46.0619㎡,36.823㎡,"97,000,000","67,900,000","유찰1회
70%","2018.12.03
10:00",273
319,1890726,18-3764,아파트,"경기도 성남시 분당구 판교동 629, 판교원마을 302동 7층 703호",46.0619㎡,36.823㎡,"600,000,000","420,000,000","유찰1회
70%","2018.12.03
10:00","5,976"
320,1877136,18-51008,아파트,"경기도 광주시 장지동 755, 금광포란재아파트 101동 3층 308호",46.0619㎡,36.823㎡,"242,000,000","169,400,000","유찰1회
70%","2018.12.03
10:00",598
321,1892579,18-52421,아파트,"경기도 광주시 태전동 692, 광주 태전동 우림필유 108동 10층 1003호",46.0619㎡,36.823㎡,"340,000,000","340,000,000","신건
100%","2018.12.03
10:00",20
322,1853691,17-5649,아파트,"경기도 군포시 당정동 1025-1 외1필지, 청천마을대우아파트 105동 8층 801호",46.0619㎡,36.823㎡,"370,000,000","296,000,000","유찰1회
80%","2018.12.04
10:30",549
323,1856558,17-11013,아파트,"경기도 김포시 걸포동 1561, 오스타파라곤아파트 203동 3층 301호",46.0619㎡,36.823㎡,"450,000,000","315,000,000","유찰1회
70%","2018.12.04
10:00",567
324,1874313,18-1075,아파트,"경기도 부천시 약대동 216-1 외1필지, 부천아이파크 204동 20층 2001호",46.0619㎡,36.823㎡,"742,000,000","519,400,000","유찰1회
70%","2018.12.04
10:00",905
325,1883368,18-2160,아파트,"경기도 김포시 운양동 1301-1, 한강신도시롯데캐슬 309동 14층 1402호",46.0619㎡,36.823㎡,"535,000,000","374,500,000","유찰1회
70%","2018.12.04
10:00",919
326,1875199,18-2239,아파트,"경기도 고양시 일산동구 중산동 1573-7, 중산마을아파트 702동 2층 201호",46.0619㎡,36.823㎡,"329,000,000","161,210,000","유찰2회
49%","2018.12.04
10:00","2,928"
327,1876155,18-2505,아파트,"경기도 파주시 동패동 1708, 책향기마을파주교하상록데시앙 1505동 12층 1201호",46.0619㎡,36.823㎡,"330,000,000","231,000,000","유찰1회
70%","2018.12.04
10:00",489
328,1889437,18-4235,아파트,"경기도 파주시 와동동 1338, 가람마을7단지한라비발디 712동 5층 503호",46.0619㎡,36.823㎡,"380,000,000","266,000,000","유찰1회
70%","2018.12.04
10:00",531
329,1877824,18-4672,아파트,"경기도 화성시 향남읍 행정리 443, 향남시범넓은들마을신명스카이뷰 307동 10층 1003호",46.0619㎡,36.823㎡,"290,000,000","203,000,000","유찰1회
70%","2018.12.04
10:30",339
330,1880707,18-5521,아파트,"경기도 화성시 반월동 868, 신영통현대타운 215동 10층 1002호",46.0619㎡,36.823㎡,"259,000,000","181,300,000","유찰1회
70%","2018.12.04
10:30",393
331,1879118,18-61931,아파트,"경기도 고양시 덕양구 화정동 870, 은빛마을아파트 554동 7층 702호",84.673㎡,96.3722㎡,"415,000,000","290,500,000","유찰1회
70%","2018.12.04
10:00","1,294"
332,1883370,18-71418,아파트,"경기도 김포시 장기동 1342, 청송마을 212동 6층 604호",84.673㎡,96.3722㎡,"502,000,000","351,400,000","유찰1회
70%","2018.12.04
10:00",685
333,1878465,18-503353,아파트,"경기도 수원시 영통구 매탄동 1280, 주공그린빌 402동 2층 203호",84.673㎡,96.3722㎡,"327,000,000","228,900,000","유찰1회
70%","2018.12.04
10:30",590
334,1862290,17-13079,아파트,"경기도 안산시 상록구 사동 1506, 본오아파트 106동 5층 507호",84.673㎡,96.3722㎡,"132,000,000","92,400,000","유찰1회
70%","2018.12.05
10:30",392
335,1857479,17-66281,아파트,"경기도 고양시 일산동구 식사동 1510, 위시티블루밍3단지 301동 10층 1001호",84.673㎡,96.3722㎡,"520,000,000","364,000,000","유찰1회
70%","2018.12.05
10:00","1,365"
336,1867454,18-806,아파트,"경기도 고양시 일산서구 대화동 2234, 장성마을아파 301동 1층 101호",84.673㎡,96.3722㎡,"450,000,000","315,000,000","유찰1회
70%","2018.12.05
10:00",884
337,1881103,18-2108,아파트,"경기도 이천시 송정동 311-1, 신일아파트 201동 4층 402호",84.673㎡,96.3722㎡,"168,000,000","117,600,000","유찰1회
70%","2018.12.05
10:00",671
338,1876793,18-2512,아파트,"경기도 고양시 일산동구 풍동 174, 은행마을 103동 7층 705호",84.673㎡,96.3722㎡,"301,000,000","210,700,000","유찰1회
70%","2018.12.05
10:00",498
339,1892910,18-3538,아파트,"경기도 양평군 양평읍 공흥리 885 외1필지, 양평공흥지구한신휴플러스아파트 102동 3층 302호",84.673㎡,96.3722㎡,"256,000,000","179,200,000","유찰1회
70%","2018.12.05
10:00",479
340,1882079,18-3706,아파트,"경기도 고양시 일산서구 덕이동 676-1, 동문아파트 304동 5층 504호",84.673㎡,96.3722㎡,"231,000,000","161,700,000","유찰1회
70%","2018.12.05
10:00",435
341,1885950,18-4044,아파트,"경기도 고양시 일산서구 탄현동 1640, 일산두산위브더제니스 103동 52층 5206호",84.673㎡,96.3722㎡,"604,000,000","422,800,000","유찰1회
70%","2018.12.05
10:00",533
342,1901133,18-4340,아파트,"경기도 여주시 월송동 380-5, 두풍리치빌아파트 102동 1층 104호",84.673㎡,96.3722㎡,"164,000,000","114,800,000","유찰1회
70%","2018.12.05
10:00",411
343,1880392,18-5620,아파트,"경기도 화성시 우정읍 조암리 791, 화성조암한라비발디아파트 104동 13층 1301호",84.673㎡,96.3722㎡,"242,000,000","169,400,000","유찰1회
70%","2018.12.05
10:30",216
344,1897324,18-11410,아파트,"경기도 오산시 원동 379-12, 우주마루 101동 4층 404호",84.673㎡,96.3722㎡,"180,000,000","126,000,000","유찰1회
70%","2018.12.05
10:30",229
345,1899878,18-12048,아파트,"경기도 용인시 기흥구 보라동 620, 한보라마을휴먼시아 610동 15층 1501호",84.673㎡,96.3722㎡,"286,000,000","200,200,000","유찰1회
70%","2018.12.05
10:30",540
346,1901813,18-13119,아파트,"경기도 화성시 향남읍 발안리 305, 화성발안우림필유 101동 1층 104호",84.673㎡,96.3722㎡,"210,000,000","147,000,000","유찰1회
70%","2018.12.05
10:30",219
347,1895673,18-52859,아파트,"경기도 안산시 상록구 사동 1510, 안산고잔7차푸르지오 717동 23층 2302호",84.673㎡,96.3722㎡,"580,000,000","406,000,000","유찰1회
70%","2018.12.05
10:30",585
348,1885347,18-62385,아파트,"경기도 고양시 일산서구 탄현동 1640, 일산두산위브더제니스 106동 3층 301호",84.673㎡,96.3722㎡,"775,000,000","542,500,000","유찰1회
70%","2018.12.05
10:00",432
349,1893219,18-506369,아파트,"경기도 수원시 장안구 조원동 510 외1필지, 벽산아파트 107동 10층 1009호",84.673㎡,96.3722㎡,"260,000,000","182,000,000","유찰1회
70%","2018.12.05
10:30",544
350,1900199,18-507799,아파트,"경기도 화성시 남양읍 남양리 2047 외1필지, 남양우림필유아파트 105동 15층 1502호",84.673㎡,96.3722㎡,"312,000,000","218,400,000","유찰1회
70%","2018.12.05
10:30",274
351,1904230,18-508938,아파트,"경기도 화성시 능동 1131, 숲속마을자연앤데시앙아파트 873동 4층 404호",84.673㎡,96.3722㎡,"305,000,000","213,500,000","유찰1회
70%","2018.12.05
10:30",623
352,1884357,18-2557,아파트,"경기도 시흥시 거모동 612-1, 동보아파트 104동 19층 1903호",84.673㎡,96.3722㎡,"70,000,000","49,000,000","유찰1회
70%","2018.12.06
10:30",479
353,1882307,18-6319,아파트,"경기도 수원시 권선구 호매실동 82-5, 삼익2차아파트 202동 10층 1009호",84.673㎡,96.3722㎡,"180,000,000","126,000,000","유찰1회
70%","2018.12.06
10:30",736
354,1889173,18-8353,아파트,"경기도 화성시 기안동 910, 신일해피트리아파트 111동 1층 101호",84.673㎡,96.3722㎡,"205,000,000","143,500,000","유찰1회
70%","2018.12.06
10:30",196
355,1876193,18-502633,아파트,"경기도 화성시 병점동 849, 안화동마을주공아파트 706동 2층 204호",84.673㎡,96.3722㎡,"176,000,000","86,240,000","유찰2회
49%","2018.12.06
10:30","1,090"
356,1885020,18-504677,아파트,"경기도 용인시 기흥구 공세동 692, 공세 호수마을 공세성원상떼레이크뷰 104동 13층 1302호",84.673㎡,96.3722㎡,"651,000,000","455,700,000","유찰1회
70%","2018.12.06
10:30",715
357,1852408,17-26781,아파트,"경기도 수원시 영통구 매탄동 1209, 매탄이편한세상 105동 20층 2001호",84.673㎡,96.3722㎡,"559,000,000","391,300,000","유찰1회
70%","2018.12.07
10:30","1,257"
358,1883650,18-6661,아파트,"경기도 오산시 양산동 668-1, 세마이편한세상 106동 17층 1702호",84.673㎡,96.3722㎡,"259,000,000","181,300,000","유찰1회
70%","2018.12.07
10:30",324
359,1881808,18-503735,아파트,"경기도 용인시 처인구 고림동 437-2, 집합건물 10동 3층 302호",84.673㎡,96.3722㎡,"58,000,000","40,600,000","유찰1회
70%","2018.12.07
10:30",400
360,1825931,17-5141,아파트,"경기도 안성시 공도읍 만정리 786-1, 금호어울림 304동 13층 1301호",84.673㎡,96.3722㎡,"263,000,000","128,870,000","유찰2회
49%","2018.12.10
10:00","1,476"
361,1863507,17-516041,아파트,"인천광역시 서구 석남동 444-4, 황해아파트 가동 1층 103호",114.87㎡,29.19㎡,"121,000,000","84,700,000","유찰1회
70%","2018.11.15
10:00",690
